Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1981-05-15,Chariots of Fire,6.796,5500000,58972904,"Drama, History","underdog, sports, scotland, missionary, olympic games, jewry, patriotism, mayor, praline, olympian sports team, ambition, based on true story, athletics, olympic athlete, cambridge university",Hugh Hudson,"Ben Cross, Ian Charleson, Cheryl Campbell, Alice Krige, Nigel Havers","Enigma Productions, Allied Stars, 20th Century Fox"
1981-12-16,Quest for Fire,7.048,12000000,55260558,"Adventure, Drama","fire, based on novel or book, mammoth, stone age, bear, prehistory, ape man, saber-toothed tiger, cavemen, neanderthal, wolves, cenozoic",Jean-Jacques Annaud,"Everett McGill, Ron Perlman, Nicholas Kadi, Rae Dawn Chong, Gary Schwartz","Belstar Productions, StÃ©phan Films, International Cinema Corporation (ICC), CinÃ© Trail, Gruskoff Film Organization, Royal Bank of Canada, Famous Players Limited, 20th Century Fox"
1981-05-22,The Four Seasons,6.205,0,50427646,"Comedy, Drama, Romance","vacation, divorce",Alan Alda,"Alan Alda, Carol Burnett, Len Cariou, Sandy Dennis, Rita Moreno",Universal Pictures
1981-05-23,Escape from New York,7.059,6000000,50244700,"Science Fiction, Action","new york city, taxi, martial arts, street gang, usa president, war veteran, kidnapping, hostage, liberation of prisoners, gangster, dystopia, anti hero, post-apocalyptic future, wrestling, villain, attempt to escape, rescue mission, police operation, cyberpunk, urban setting, reluctant hero",John Carpenter,"Kurt Russell, Lee Van Cleef, Ernest Borgnine, Donald Pleasence, Isaac Hayes","AVCO Embassy Pictures, Goldcrest, International Film Investors, City Films"
1981-07-13,Time Bandits,6.607,5000000,42365581,"Family, Fantasy, Science Fiction, Adventure, Comedy","treasure, dwarf, pig, magic, map, titanic, time travel, robin hood, tank, satire, napoleon bonaparte, cage, minotaur, burglary, steampunk, arm wrestling, ancient greece, giant, ogre, turned into animal",Terry Gilliam,"Craig Warnock, David Rappaport, Kenny Baker, Mike Edmonds, Malcolm Dixon",HandMade Films
1981-06-12,Clash of the Titans,6.861,12000000,41092328,"Adventure, Fantasy","witch, octopus, riddle, mythology, greek mythology, pegasus, zeus, giant bird, medusa, seagull, poseidon, sea monster, perseus, kraken, gods, ancient greece, folklore, based on myths, legends or folklore, hera, vulture, vindictive, owl, epic fantasy",Desmond Davis,"Harry Hamlin, Judi Bowker, Burgess Meredith, Maggie Smith, Ursula Andress","Peerford Ltd., Metro-Goldwyn-Mayer, Charles H. Schneer Productions"
1981-11-19,Absence of Malice,6.6,12000000,40716963,"Crime, Drama, Romance","murder, prosecutor, newspaper reporter, labor union, legal thriller",Sydney Pollack,"Sally Field, Paul Newman, Bob Balaban, Melinda Dillon, Luther Adler","Mirage Enterprises, Columbia Pictures"
1981-12-25,Reds,6.895,35000000,40382659,"Drama, History, Romance","husband wife relationship, world war i, war correspondent, biography, based on true story, co-workers relationship, docudrama, russian revolution (1917), russian history, greenwich village, russian civil war (1918-21), 1920s, 1910s, political repression, government witch hunt, bolshevism, soviet union history, american journalist",Warren Beatty,"Warren Beatty, Diane Keaton, Edward Herrmann, Jerzy KosiÅski, Jack Nicholson","JRS Productions, Barclays Mercantile Industrial Finance, Paramount"
1981-07-24,Nice Dreams,5.9,0,37000000,Comedy,"limousine, cannabis, stoned, pot smoking, endo, mental institution, racism, lust, muggle, hispanic, sexual desire, marijuana joint, marijuana pipe, double act, exotic dancer, driving while stoned, ganja",Tommy Chong,"Cheech Marin, Tommy Chong, Stacy Keach, Evelyn Guerrero, Sandra Bernhard","Columbia Pictures, C & C Brown Production"
1981-08-07,Tarzan: The Ape Man,4.1,0,36565280,"Action, Adventure, Comedy",,John Derek,"Bo Derek, Richard Harris, John Phillip Law, Miles O'Keeffe, Steve Strong","Metro-Goldwyn-Mayer, Svengali Productions"
1981-12-20,Taps,6.8,14000000,35900000,"War, Drama","cadet, gun, school shooting, military academy, hostile takeover, die hard scenario, last stand, military school, older man younger man relationship, military funeral",Harold Becker,"George C. Scott, Timothy Hutton, Ronny Cox, Sean Penn, Tom Cruise",20th Century Fox
1981-12-18,Sharky's Machine,6.012,17500000,35610100,"Crime, Drama, Action, Thriller","martial arts, robbery, police, jazz, transvestism, gangster, finger, vice, revenge, murder, scam, prostitution, white slavery",Burt Reynolds,"Burt Reynolds, Rachel Ward, Henry Silva, Brian Keith, Vittorio Gassman","Deliverance Productions, Warner Bros. Pictures"
1982-06-11,E.T. the Extra-Terrestrial,7.515,10500000,792965500,"Science Fiction, Adventure, Family, Fantasy","farewell, space marine, operation, flying saucer, nasa, homesickness, loss of loved one, extraterrestrial technology, prosecution, riding a bicycle, halloween, finger, flowerpot, alien, single, single mother",Steven Spielberg,"Henry Thomas, Drew Barrymore, Robert MacNaughton, Peter Coyote, Dee Wallace","Universal Pictures, Amblin Entertainment"
1982-05-28,Rocky III,6.876,17000000,270000000,Drama,"dying and death, transporter, sports, trainer, boxer, comeback, defeat, training, world champion, challenger, victory, rematch, revenge, wealth, fame, boxing",Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Mr. T","Winkler Films, United Artists"
1982-12-17,Tootsie,7.212,21000000,177200000,"Comedy, Romance","infidelity, new york city, love, friends, cross dressing, agent, reputation, unemployed actor, serenade, apology, live television",Sydney Pollack,"Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman, Charles Durning","Mirage Enterprises, Punch Productions, Delphi Films, Columbia Pictures"
1982-07-28,An Officer and a Gentleman,7.009,7500000,129795554,"Drama, Romance","navy, love of one's life",Taylor Hackford,"Richard Gere, Debra Winger, Louis Gossett Jr., David Keith, Robert Loggia","Paramount, Lorimar Film Entertainment"
1982-10-22,First Blood,7.482,15000000,125212904,"Action, Adventure, Thriller, War","prison, guerrilla warfare, dying and death, vietnam war, vietnam veteran, hero, vietnam, police brutality, sheriff, escape, police, gun, submachine gun, falsely accused, destroy, self-defense, firearm, prosecution, attempt to escape, police operation, matter of life and death, tramp, national guard, rural area, antihero",Ted Kotcheff,"Sylvester Stallone, Richard Crenna, Brian Dennehy, Bill McKinney, Jack Starrett","Carolco Pictures, Anabasis N.V., Elcajo Productions, Cinema 84, Orion Pictures"
1982-06-04,Poltergeist,7.152,10700000,122200000,Horror,"dying and death, parent child relationship, medium, poltergeist, ghostbuster, haunted house, paranormal phenomena, family relationships, suburbia, power of goodness, haunted",Tobe Hooper,"Craig T. Nelson, JoBeth Williams, Beatrice Straight, Dominique Dunne, Oliver Robins","Metro-Goldwyn-Mayer, Steven Spielberg Productions, SLM Production Group"
1982-06-04,Star Trek II: The Wrath of Khan,7.459,12000000,96800000,"Action, Adventure, Science Fiction, Thriller","spacecraft, life and death, genetics, asteroid, self sacrifice, teleportation, genesis, midlife crisis, terraforming, simulator, cadet, radiation, uss reliant, starship, revenge, weapon of mass destruction, space opera, mentor protÃ©gÃ© relationship, outer space",Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, George Takei",Paramount
1982-04-02,Conan the Barbarian,6.798,20000000,79114085,"Adventure, Fantasy, Action","epic, based on novel or book, gladiator, fight, magic, repayment, mythology, despot, black magic, warlord, stone age, thief, barbarian, wizard, warrior, serpent, action hero, sword and sorcery, mysticism, good versus evil",John Milius,"Arnold Schwarzenegger, James Earl Jones, Max von Sydow, Sandahl Bergman, Cassandra Gava","Universal Pictures, Dino De Laurentiis Company, Pressman Film, Estudios Churubusco Azteca S.A."
1982-12-07,48 Hrs.,6.679,12000000,78868508,"Thriller, Action, Comedy, Crime, Drama","prison, san francisco, california, knife, partner, revenge, convict, buddy cop, tough cop, fake fight, dysfunctional relationship",Walter Hill,"Nick Nolte, Eddie Murphy, Annette O'Toole, Frank McRae, James Remar",Paramount
1982-11-30,Gandhi,7.545,22000000,77737889,"Drama, History","muslim, strike, prayer, freedom, independence, release from prison, demonstration, world war ii, imprisonment, colony, hunger strike, hindu, british army, political negotiations, conference, nonviolent resistance, apartheid, british empire, protest, independence movement, biography, idealism, based on true story, idealist, fighting the system",Richard Attenborough,"Ben Kingsley, Candice Bergen, Edward Fox, John Gielgud, Trevor Howard","Goldcrest, Indo-British, International Film Investors, National Film Development Corporation of India, Columbia Pictures"
1982-06-18,Firefox,6.003,18000000,70687344,"Science Fiction, Action, Adventure, Thriller","based on novel or book, flying, assault, pilot, kgb, kampfjet, fake identity, fighter jet",Clint Eastwood,"Clint Eastwood, Freddie Jones, David Huffman, Warren Clarke, Ronald Lacey","Malpaso Productions, Warner Bros. Pictures"
1982-07-23,The Best Little Whorehouse in Texas,6.2,27500000,69700000,Comedy,"governor, crusader, brothel, texas, musical, based on play or musical, conservative, prostitution, tv reporter, madame, busty, cat house, small town sheriff, censorship, secret relationship, clash of cultures, corrupt governor",Colin Higgins,"Burt Reynolds, Dolly Parton, Dom DeLuise, Charles Durning, Jim Nabors",Miller-Milkis-Boyett Productions
1982-05-21,Annie,6.495,35000000,57059003,"Comedy, Drama, Family","based on play or musical, based on comic, little girl, orphan, whistle, child's point of view, chrysler building, rockettes, locket",John Huston,"Aileen Quinn, Albert Finney, Carol Burnett, Ann Reinking, Tim Curry","Columbia Pictures, Rastar Productions"
1982-12-08,The Verdict,7.466,16000000,53977250,Drama,"coma, court, boston, massachusetts, redemption, alcoholic, courtroom, defense attorney, pinball machine, courtroom drama, medical malpractice",Sidney Lumet,"Paul Newman, Charlotte Rampling, Jack Warden, James Mason, Milo OâShea",20th Century Fox
1982-12-10,The Toy,5.805,28000000,47118057,"Comedy, Family","department store, rich kid, trophy wife, job termination, richard pryor",Richard Donner,"Richard Pryor, Jackie Gleason, Ned Beatty, Scott Schwartz, Teresa Ganzel","Delphi Films, Columbia Pictures, Rastar Productions"
1982-02-20,Death Wish II,6.253,2000000,45000000,"Action, Crime, Drama","rape, police, gangster, drug trafficking, detective, anti hero, sequel, revenge, vigilante, hospital, los angeles, california, one man army, surveillance, one against many, rape and revenge, vigilante justice",Michael Winner,"Charles Bronson, Jill Ireland, Vincent Gardenia, J.D. Cannon, Anthony Franciosa","Golan-Globus Productions, City Film, Landers-Roberts Productions, Cannon Group, Filmways Pictures"
1982-06-25,Blade Runner,7.933,28000000,41722424,"Science Fiction, Drama, Thriller","android, flying car, bounty hunter, artificial intelligence (a.i.), genetics, based on novel or book, dystopia, futuristic, fugitive, cyberpunk, los angeles, california, alcoholic, tech noir, neo-noir, philosophical, blade runner, 2010s",Ridley Scott,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh","Shaw Brothers, The Ladd Company, Warner Bros. Pictures"
1982-12-17,The Dark Crystal,7.118,15000000,40600000,"Adventure, Family, Fantasy","race against time, mission, liberation, castle, mythical creature, puppetry, fantasy world, crystal, good versus evil, bizarre creatures","Frank Oz, Jim Henson","Jim Henson, Kathryn Mullen, Frank Oz, Dave Goelz, Steve Whitmire","Universal Pictures, Associated Film Distribution, Lord Grade Presents, ITC Entertainment, Henson Associates, Inc."
1982-04-01,The Sword and the Sorcerer,5.48,4000000,39103425,"Action, Adventure, Fantasy","princess, crucifixion, prince, mythology, resurrection, telekinesis, sword fight, torture chamber, sorcerer, king, barbarian, sword and sorcery",Albert Pyun,"Lee Horsley, Kathleen Beller, Simon MacCorkindale, George Maharis, Richard Lynch",Sorcerer Productions
1982-12-17,Best Friends,5.1,15000000,36800000,"Comedy, Romance","wedding reception, screenwriter, writing, honeymoon, hollywood, co-workers relationship, virginia, train travel, hollywood agent, wedding plans, buffalo, new york, married to best friend, sleeper train, writing partners, quick wedding",Norman Jewison,"Burt Reynolds, Goldie Hawn, Jessica Tandy, Barnard Hughes, Audra Lindley","Warner Bros. Pictures, Timberlane Productions"
1983-05-25,Return of the Jedi,7.893,32350000,572700000,"Adventure, Action, Science Fiction","spacecraft, sibling relationship, rebel, emperor, space battle, matter of life and death, forest, desert, space opera",Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Anthony Daniels",Lucasfilm Ltd.
1983-04-14,Flashdance,6.488,7000000,201500000,"Drama, Romance","dancing, dance, locksmith, music movie",Adrian Lyne,"Jennifer Beals, Michael Nouri, Sunny Johnson, Kyle T. Heffner, Cynthia Rhodes","Paramount, PolyGram Filmed Entertainment, Don Simpson/Jerry Bruckheimer Films"
1983-06-05,Octopussy,6.32,27500000,187500000,"Adventure, Action, Thriller","circus, atomic bomb, octopus, secret intelligence service, crocodile, eastern block, kgb, snake charmer, hot air balloon, east berlin, british secret service",John Glen,"Roger Moore, Maud Adams, Louis Jourdan, Kristina Wayborn, Kabir Bedi",EON Productions
1983-10-07,Never Say Never Again,6.073,36000000,160000000,"Adventure, Action, Thriller","video game, spy, bahamas, stealing, scuba diving, scuba, british secret service",Irvin Kershner,"Sean Connery, Klaus Maria Brandauer, Max von Sydow, Barbara Carrera, Kim Basinger","TaliaFilm II Productions, Woodcote, PSO, Warner Bros. Pictures"
1983-12-08,Sudden Impact,6.555,22000000,150000000,"Thriller, Crime, Action","heart, chase, revitalization",Clint Eastwood,"Clint Eastwood, Sondra Locke, Pat Hingle, Bradford Dillman, Paul Drake","Warner Bros. Pictures, Malpaso Productions"
1983-06-03,WarGames,7.068,12000000,124600000,"Thriller, Science Fiction, Drama","artificial intelligence (a.i.), computer, government, hacker, video game, cold war, fbi, prosecution, norad, nuclear threat",John Badham,"Matthew Broderick, Dabney Coleman, John Wood, Ally Sheedy, Barry Corbin","United Artists, Sherwood Productions"
1983-11-20,Terms of Endearment,7.1,8000000,108423749,"Drama, Comedy","based on novel or book, parent child relationship, loss of loved one, texas, cancer, astronaut, single mother, neighbor neighbor relationship, narcissistic mother",James L. Brooks,"Shirley MacLaine, Debra Winger, Jack Nicholson, Danny DeVito, Jeff Daniels",Paramount
1983-06-07,Trading Places,7.204,15000000,90404800,Comedy,"prostitute, philadelphia, pennsylvania, butler, christmas party, rags to riches, broker, beggar, wager, stockbroker, fish out of water, millionaire, commodities, investor, big shot, hoodlum, wrongful arrest, rich snob, gorilla costume, christmas, riches to rags, santa claus costume",John Landis,"Dan Aykroyd, Eddie Murphy, Ralph Bellamy, Don Ameche, Denholm Elliott","Cinema Group Ventures, Paramount"
1983-07-22,Jaws 3-D,4.446,20500000,87987055,"Thriller, Horror","florida, diving, dolphin, sequel, scuba diving, creature, swimming, shark, great white shark, killer shark, giant animal, theme park, water skiing, boat trouble, sea world, orlando florida",Joe Alves,"Dennis Quaid, Bess Armstrong, Simon MacCorkindale, Louis Gossett Jr., John Putch","MCA  Theatricals, Universal Pictures, Alan Landsburg Productions"
